City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,ponta delgada,37.7333,-25.6667,57.92,72,75,6.91,PT,1674768133
367,delicias,41.6493,-0.9076,43.12,74,0,27.63,ES,1674768134
368,marang,5.2056,103.2059,73.31,90,100,8.57,MY,1674768134
369,sinnamary,5.3833,-52.95,76.06,82,95,7.81,GF,1674768135
370,kemijarvi,66.7131,27.4306,8.44,93,25,4.05,FI,1674768135
371,itoman,26.1247,127.6694,62.62,82,75,28.77,JP,1674768135
372,anadyr,64.75,177.4833,-3.5,71,40,15.66,RU,1674768136
373,avera,33.194,-82.5271,51.31,46,10,14.47,US,1674767911
374,salvador,13.8333,-88.9167,85.05,24,90,6.73,SV,1674768136
375,bambous virieux,-20.3428,57.7575,78.22,100,75,3.44,MU,1674768136
376,banyo,6.75,11.8167,72.73,21,3,4.16,CM,1674768137
377,corner brook,48.9667,-57.9484,32.16,91,100,27.72,CA,1674767879
378,joaima,-16.6542,-41.0306,75.22,89,100,1.7,BR,1674768137
379,lata,40.1629,-8.3327,40.08,92,3,5.46,PT,1674768138
380,lubumbashi,-11.6609,27.4794,62.71,97,100,3.65,CD,1674768138
381,yumen,40.2833,97.2,7.75,66,0,6.06,CN,1674768138
382,sayansk,54.1088,102.1648,7.16,89,100,3.98,RU,1674768139
383,inongo,-1.95,18.2667,77.76,66,54,2.46,CD,1674768139
384,rawson,-43.3002,-65.1023,77.72,23,16,16.96,AR,1674768087
385,vitina,43.2375,17.4839,38.77,73,100,5.64,BA,1674768140
386,poum,-20.2333,164.0167,81.27,78,2,4.76,NC,1674768116
387,grand gaube,-20.0064,57.6608,78.39,90,100,10.0,MU,1674768140
388,la ronge,55.1001,-105.2842,12.45,79,75,13.8,CA,1674768141
389,songjianghe,42.1859,127.479,-9.27,98,30,2.26,CN,1674768141
390,mega,4.05,38.3,65.03,43,100,21.25,ET,1674768141
391,talnakh,69.4865,88.3972,-0.8,90,100,12.06,RU,1674768142
392,iqaluit,63.7506,-68.5145,-9.67,59,75,10.36,CA,1674768142
393,thinadhoo,0.5333,72.9333,80.4,73,73,5.66,MV,1674768143
394,san borja,-14.8167,-66.85,85.44,65,100,2.91,BO,1674768143
395,jabinyanah,35.035,10.9081,49.8,73,24,13.71,TN,1674768143
396,otane,-39.8833,176.6333,67.01,64,100,7.7,NZ,1674768144
397,bulungu,-4.55,18.6,73.74,75,91,1.3,CD,1674768144
398,bronnoysund,65.4625,12.1997,33.8,86,75,5.99,NO,1674768145
399,lasa,46.6166,10.7002,29.28,64,81,6.13,IT,1674768145
400,amapa,1.0,-52.0,79.93,69,69,2.59,BR,1674768145
401,lumeje,-11.55,20.7833,65.07,95,100,4.14,AO,1674768146
402,kenai,60.5544,-151.2583,35.69,79,0,18.41,US,1674768146
403,fukue,32.6881,128.8419,47.82,79,100,26.22,JP,1674768146
404,kismayo,-0.3582,42.5454,77.0,79,11,18.25,SO,1674768147
405,tayu,-6.5397,111.0518,75.34,94,100,3.65,ID,1674768147
406,sri aman,1.2376,111.4621,75.25,94,100,2.3,MY,1674768147
407,riberalta,-10.9833,-66.1,84.4,74,75,13.8,BO,1674768148
408,williams lake,52.1415,-122.1445,40.57,96,100,3.44,CA,1674768148
409,anisoc,1.8658,10.7689,71.33,98,49,1.7,GQ,1674768148
410,halifax,44.6453,-63.5724,51.69,95,96,38.99,CA,1674768045
411,roros,62.5747,11.3842,22.84,80,40,11.5,NO,1674768149
412,leh,34.1667,77.5833,1.47,69,11,1.14,IN,1674768149
413,borodino,55.9106,94.8983,22.17,71,100,22.64,RU,1674768150
414,pangnirtung,66.1451,-65.7125,-16.6,76,100,4.61,CA,1674768150
415,srednekolymsk,67.45,153.6833,-43.62,99,55,4.79,RU,1674768150
416,mangan,27.5167,88.5333,56.37,58,100,4.52,IN,1674767995
417,ust-ordynskiy,52.805,104.7508,0.59,92,100,1.43,RU,1674768151
418,valparaiso,-33.0393,-71.6273,77.23,56,0,12.66,CL,1674768151
419,villazon,-22.0866,-65.5942,66.15,40,92,17.31,BO,1674768152
420,bouar,5.934,15.596,72.61,23,36,5.37,CF,1674768152
421,severnoye,56.3491,78.3619,12.96,89,100,19.48,RU,1674768152
422,barcelos,41.5388,-8.6151,46.54,89,3,7.25,PT,1674768153
423,altay,47.8667,88.1167,3.51,62,25,6.6,CN,1674768153
424,touros,-5.1989,-35.4608,80.22,69,3,10.18,BR,1674768153
425,cuajinicuilapa,16.4667,-98.4167,91.51,31,0,11.23,MX,1674768153
426,san quintin,30.4833,-115.95,63.19,39,53,8.37,MX,1674768154
427,palmas,-10.2128,-48.3603,82.98,21,75,3.44,BR,1674767903
428,kavaratti,10.5669,72.642,79.36,77,30,9.71,IN,1674767999
429,nemuro,43.3236,145.575,21.88,74,100,23.38,JP,1674768154
430,orotukan,62.2667,151.7,-35.19,100,100,3.11,RU,1674768155
431,kaitangata,-46.2817,169.8464,60.3,93,100,4.99,NZ,1674768155
432,meulaboh,4.1363,96.1285,75.11,90,98,3.15,ID,1674768155
433,arman,59.7,150.1667,1.63,73,100,14.88,RU,1674768156
434,beaupre,47.0443,-70.8953,25.18,93,100,5.75,CA,1674768156
435,karratha,-20.7377,116.8463,85.91,61,17,7.92,AU,1674768157
436,ulagan,50.6321,87.9563,4.95,91,93,2.98,RU,1674768157
437,birao,10.2849,22.7882,75.58,15,15,6.64,CF,1674768157
438,acapulco,16.8634,-99.8901,85.82,54,0,8.05,MX,1674768085
439,dorchester,33.1002,-80.3831,58.98,52,0,12.66,US,1674768158
440,sechura,-5.5569,-80.8222,79.52,61,36,15.3,PE,1674768158
441,sinnai,39.3042,9.2036,45.12,82,0,5.75,IT,1674768158
442,dhidhdhoo,6.8833,73.1,79.61,77,11,7.87,MV,1674768158
443,darhan,49.4867,105.9228,-16.38,92,71,5.14,MN,1674768159
444,nenton,15.8,-91.75,82.29,41,75,3.83,GT,1674768159
445,odweyne,9.4092,45.064,66.51,65,38,3.69,SO,1674768159
446,palmer,42.1584,-72.3287,42.35,58,100,13.8,US,1674768160
447,constitucion,-35.3333,-72.4167,66.02,61,3,17.76,CL,1674768160
448,batagay-alyta,67.8006,130.4114,-44.59,91,13,4.81,RU,1674768160
449,anshun,26.25,105.9333,34.16,73,100,14.14,CN,1674768161
450,port-gentil,-0.7193,8.7815,75.16,100,20,1.14,GA,1674768161
451,tabat,-2.635,115.2274,72.36,99,100,0.58,ID,1674768161
452,galesong,-5.3166,119.3661,73.42,89,100,6.44,ID,1674768162
453,denpasar,-8.65,115.2167,78.46,94,40,3.44,ID,1674767986
454,dzaoudzi,-12.7887,45.2699,82.29,83,75,17.27,YT,1674768162
455,ambilobe,-13.2,49.05,72.3,97,100,2.08,MG,1674768162
456,wewak,-3.5534,143.6268,76.62,87,99,4.81,PG,1674768163
457,iisalmi,63.5592,27.1907,16.66,98,52,3.42,FI,1674768163
458,pundaguitan,6.3711,126.1689,79.66,80,100,7.45,PH,1674768163
459,ende,-8.8432,121.6623,78.04,88,99,4.72,ID,1674768164
460,sayyan,15.1718,44.3244,52.84,51,6,2.64,YE,1674768164
461,waddan,29.1614,16.139,56.17,44,1,1.28,LY,1674768164
462,zafra,38.4167,-6.4167,34.66,80,5,4.45,ES,1674768165
463,bereznyky,48.5141,23.2198,31.33,74,66,4.0,UA,1674768165
464,kiruna,67.8557,20.2251,20.32,63,0,12.66,SE,1674768165
465,kamen-rybolov,44.7481,132.0403,-17.25,99,52,1.5,RU,1674768166
466,show low,34.2542,-110.0298,35.08,42,0,9.22,US,1674768166
467,champerico,14.3,-91.9167,95.54,58,3,10.54,GT,1674768166
468,belaya gora,68.5333,146.4167,-45.49,100,57,2.48,RU,1674768167
469,khomutovka,51.9207,34.5619,24.78,82,6,4.92,RU,1674768167
470,maniitsoq,65.4167,-52.9,15.51,80,100,17.25,GL,1674768167
471,yetkul,54.8221,61.588,18.48,88,82,9.04,RU,1674768168
472,ayacucho,-13.1583,-74.2239,60.66,72,75,3.44,PE,1674768168
473,urumqi,43.801,87.6005,-10.25,84,75,0.0,CN,1674768168
474,diego de almagro,-26.3667,-70.05,79.52,30,0,12.48,CL,1674768168
475,lorengau,-2.0226,147.2712,81.12,78,82,8.66,PG,1674768169
476,pietarsaari,63.65,22.6833,30.99,82,10,5.93,FI,1674768169
477,gizo,-8.103,156.8419,80.91,73,100,2.98,SB,1674768169
478,curuca,-0.7289,-47.8481,74.77,94,100,6.8,BR,1674768170
479,nabire,-3.3667,135.4833,75.7,91,100,2.24,ID,1674768170
480,bowen,-20.0167,148.2333,77.49,90,98,8.5,AU,1674768170
481,anloga,5.7947,0.8973,81.91,83,100,14.92,GH,1674768171
482,eydhafushi,5.1033,73.0708,80.44,76,27,14.43,MV,1674768171
483,oranjemund,-28.55,16.4333,62.96,87,1,15.3,NA,1674768171
484,ngunguru,-35.6167,174.5,68.02,96,100,27.2,NZ,1674768172
485,kalaleh,37.3807,55.4916,33.4,64,20,0.0,IR,1674768172
486,sao miguel do araguaia,-13.275,-50.1628,76.41,89,100,2.3,BR,1674768172
487,baykit,61.67,96.37,-0.06,99,100,3.29,RU,1674768172
488,esperance,-33.8667,121.9,65.82,85,100,7.96,AU,1674768173
489,alta floresta,-9.8756,-56.0861,77.16,90,84,4.74,BR,1674768173
490,havoysund,70.9963,24.6622,32.23,69,100,27.92,NO,1674768173
491,coihaique,-45.5752,-72.0662,57.15,58,75,8.05,CL,1674768174
492,xuddur,4.1213,43.8894,74.75,35,44,12.82,SO,1674768174
493,oktyabrskoye,43.0645,44.7417,23.14,93,100,4.47,RU,1674768175
494,saint-augustin,51.226,-58.6502,23.09,94,100,27.18,CA,1674768175
495,atambua,-9.1061,124.8925,73.87,83,76,2.39,ID,1674768175
496,fonte boa,-2.4959,-66.2662,80.46,87,100,1.9,BR,1674768176
497,san juan bautista,-14.0108,-75.7358,85.08,45,100,14.81,PE,1674768176
498,pishva,35.308,51.7267,36.55,39,40,4.63,IR,1674768176
499,saint-louis,16.3333,-15.0,85.64,17,83,9.19,SN,1674768177
500,reporoa,-38.4333,176.35,63.41,99,100,4.34,NZ,1674768177
501,pokhara,28.2333,83.9833,60.04,26,1,7.43,NP,1674768177
502,linjiang,41.8069,126.9078,-8.77,100,79,1.45,CN,1674768178
503,hofn,64.2539,-15.2082,44.89,97,100,30.8,IS,1674768178
504,maceio,-9.6658,-35.7353,80.04,83,0,13.8,BR,1674767914
505,orocue,4.7912,-71.3354,95.4,25,69,12.62,CO,1674768178
506,faya,18.3851,42.4509,51.91,75,0,1.54,SA,1674768179
507,pangkalanbuun,-2.6833,111.6167,73.53,98,100,2.53,ID,1674768179
508,grindavik,63.8424,-22.4338,41.47,81,75,34.52,IS,1674768179
509,mayaky,47.4408,29.5599,27.93,82,29,7.29,UA,1674768180
510,zunilito,14.6167,-91.5167,86.36,72,10,7.27,GT,1674768180
511,pimentel,-6.8367,-79.9342,80.89,61,0,18.41,PE,1674768180
512,yarkovo,57.4028,67.0786,23.65,91,100,12.01,RU,1674768181
513,changping,40.2186,116.2197,20.84,35,0,10.09,CN,1674768181
514,nueva gerona,21.8833,-82.8,79.95,69,35,6.17,CU,1674768181
515,ozinki,51.1786,49.6769,16.61,77,100,7.43,RU,1674767967
516,port dickson,2.5228,101.7959,75.65,86,100,6.44,MY,1674768182
517,swift current,50.2834,-107.8014,38.21,75,0,33.38,CA,1674768183
518,plettenberg bay,-34.0527,23.3716,66.85,75,0,3.29,ZA,1674768183
519,tonantins,-2.8731,-67.8022,87.75,58,90,1.14,BR,1674768183
520,kita,13.0349,-9.4895,84.34,15,75,5.73,ML,1674768184
521,deputatskiy,69.3,139.9,-34.67,96,100,2.53,RU,1674768184
522,shangqiu,34.45,115.65,23.41,37,33,5.7,CN,1674768185
523,naze,28.3667,129.4833,56.32,89,100,20.36,JP,1674768185
524,assiniboia,49.6334,-105.9845,35.42,80,98,25.32,CA,1674768185
525,wajid,3.8093,43.2471,77.72,31,34,12.39,SO,1674768186
526,mahajanga,-15.7167,46.3167,78.82,94,75,12.66,MG,1674767930
527,sao felix do xingu,-6.6447,-51.995,75.83,95,99,2.13,BR,1674768186
528,borogontsy,62.6683,131.1683,-56.15,100,78,2.66,RU,1674768187
529,wichita falls,33.9137,-98.4934,52.25,40,0,14.97,US,1674768001
530,gilbues,-9.8317,-45.3439,79.74,68,91,3.6,BR,1674768187
531,tarauaca,-8.1614,-70.7656,80.15,91,53,3.89,BR,1674768187
532,bereda,43.2686,-7.5406,44.15,100,97,6.46,ES,1674768188
533,araouane,18.9048,-3.5265,71.13,14,40,12.48,ML,1674768188
534,barao de cocais,-19.9458,-43.4872,75.58,96,34,3.74,BR,1674768189
535,bilibino,68.0546,166.4372,-8.07,72,6,9.15,RU,1674768189
536,synya,65.3718,58.0387,23.2,94,99,10.38,RU,1674768189
537,mikulov,48.8056,16.6378,34.25,91,99,1.99,CZ,1674768190
538,xining,36.6167,101.7667,8.37,55,0,1.36,CN,1674768190
539,tabas,33.5959,56.9244,37.62,35,45,4.61,IR,1674768190
540,sambava,-14.2667,50.1667,76.8,88,100,5.03,MG,1674768191
541,vung tau,10.346,107.0843,75.04,80,56,7.18,VN,1674768191
542,dosso,13.049,3.1937,80.94,9,4,7.99,NE,1674768192
543,jardim,-21.4803,-56.1381,86.41,55,85,3.78,BR,1674768192
544,eha amufu,6.6592,7.7596,84.31,34,2,4.76,NG,1674768192
545,port blair,11.6667,92.75,77.02,73,28,7.74,IN,1674768193
546,washougal,45.5826,-122.3534,46.47,87,100,4.61,US,1674768193
547,evensk,61.95,159.2333,7.99,42,99,29.68,RU,1674768194
548,skibbereen,51.55,-9.2667,44.11,87,49,5.75,IE,1674768194
549,betioky,-23.7167,44.3833,76.93,70,100,17.02,MG,1674768195
550,soligalich,59.0778,42.2864,31.82,98,100,6.55,RU,1674768195
551,rocha,-34.4833,-54.3333,91.65,26,11,14.27,UY,1674767966
552,badarwas,24.9667,77.5667,55.89,84,2,7.83,IN,1674768020
553,toamasina,-18.1667,49.3833,77.0,94,75,5.75,MG,1674768195
554,bayir,37.2687,28.2167,57.72,86,23,15.26,TR,1674768196
555,honiara,-9.4333,159.95,80.82,79,96,2.3,SB,1674768196
556,pemba,-12.974,40.5178,77.41,72,100,6.91,MZ,1674768196
557,jaisalmer,26.9147,70.9181,52.61,23,0,8.9,IN,1674768197
558,santo estevao,-12.4303,-39.2514,80.6,56,100,11.01,BR,1674768197
559,menongue,-14.6585,17.691,64.53,86,62,2.93,AO,1674768197
560,tazovskiy,67.4667,78.7,10.76,94,100,11.41,RU,1674768198
561,smoky lake,54.1169,-112.4686,36.32,80,97,17.27,CA,1674768198
562,ayodhya,26.8,82.2,59.41,79,52,9.95,IN,1674768199
563,staraya kulatka,52.7167,47.6167,15.57,82,100,7.07,RU,1674768199
564,jiazi,22.8779,116.067,60.76,62,100,8.97,CN,1674768199
565,maiduguri,11.8464,13.1603,76.01,12,75,8.21,NG,1674768200
566,yeppoon,-23.1333,150.7333,76.78,84,55,6.78,AU,1674768200
567,hamamatsu,34.7,137.7333,37.02,65,100,5.01,JP,1674768200
568,ashqelon,31.6693,34.5715,54.82,55,0,5.41,IL,1674768201
569,kitimat,54.0524,-128.6534,43.18,30,100,3.4,CA,1674768031
570,hohhot,40.8106,111.6522,-1.91,65,0,4.47,CN,1674768201
571,the pas,53.8251,-101.2541,10.42,79,75,9.22,CA,1674768202
572,george town,5.4112,100.3354,78.73,91,20,1.14,MY,1674767920
573,tura,25.5198,90.2201,61.34,62,33,2.73,IN,1674768202
